"37","akṣuṇṇa","akṣuṇṇa","1-2","無傷","Intact",
"38","akṣobha","akṣobha","1-2","動揺しない、動じない、冷静な","unagitated, unmoved",
"39","akṣobhya","akṣobhya","1-2","揺るぎない","unshakable",
"40","akṣṇaya","akṣṇaya","1-2","良くない","wrongly ",
"41","akhaṇḍa","akhaṇḍa","1-2","積分","Integral",
"42","akhila","akhila","1-2","ギャップなし、完全な、全体の","without a gap, complete, whole",
"43","aga","aga","1-2","歩けない、歩行困難な","unable to walk",
"44","agada","agada","1-2","健康や病気から解放された","free from disease healthy",
"45","agamya","agamya","1-2","アクセスできません","inaccessible",
"46","agādha","agādha","1-2","深遠","profound",
"47","aguṇa","aguṇa","1-2","低品質の、安っぽい、悪い","destitute of good qualities",
"48","aguru","aguru","4u","軽い、重くない","light, not heavy",
"49","agohya","agohya","1-2","見えない","Invisible",
"50","agnicit","agnicit","3con","犠牲の火を手配する、犠牲の火を手配した人の","arranging the sacrificial fire, one who has arranged the sacrificial fire",
"51","agnihotra","agnihotra","1-2","アグニホトラ","Agnihotra",
"52","agra","agra","1-2","第一に、前方に、最初に、目立つ、投影、チーフ、最高","foremost, anterior, first, prominent, projecting, chief, best",
"53","agrima","agrima","1-2","次","next",
"54","agha","agha","1-2","悪い、危ない、邪悪な、不順な、邪な、禍々しい、忌々しい","bad, dangerous, sinful, impure",
"55","aṅkita","aṅkita","1-2","記された、数えられた、計算された","marked, branded, numbered, counted, calculated",
"56","acara","acara","1-2","不変の、動かせない、変わらない","immovable",
"57","acira","acira","1-2","簡単、瞬時に、最近の、すぐに、迅速に、間もなく、早い、速い","brief, instantaneous, recent, soon, speedily",
"61","acirau","acirau","double","あちろう","Achirou",
"62","accha","accha","1-2","透明な、透き通った","transparent, clear",
"63","acyuta","acyuta","1-2","しっかりした、しっかりした、不朽の、永続的な、漏れない、滴り落ちない","firm, solid, imperishable, permanent, not leaking, not  dripping",
"64","aja","aja","1-2","今日","Today",
"65","ajara","ajara","1-2","半開き","Ajar",
"66","ajira","ajira","1-2","アジル","Azir",
"67","ajīrṇa","ajīrṇa","1-2","消化不良","Indigestion",
"68","ajña","ajña","1-2","無視する","Ignorant",
"69","ajrya","ajrya","1-2","フィールドまたはプレーンにいる、または接続されている","being in or connected with a field or plain",
"70","ajvara","ajvara","1-2","熱い","Fever",
"71","aṇu","aṇu","4u","分子","Molecules",
"72","atala","atala","1-2","底なしの","bottomless ",
"73","atikāya","atikāya","1-2","過剰な体","Excessive body",
"74","atireka","atireka","1-2","過剰","Excess",
"75","atīta","atīta","1-2","合格した","passed",
"76","atulya","atulya","1-2","比類のない","Incomparable",
"77","atyadbhuta","atyadbhuta","1-2","非常に素晴らしい","Extremely wonderful",
"78","atharvāṅgirasa","atharvāṅgirasa","1-2","sacerdotalクラスに接続されています","connected with the sacerdotal class",
"79","adara","adara","1-2","いっぱい、多い、少なくない","not little, much",
"80","aditi","aditi","3i","縛られていない、自由で、無限で、壊れていない、全体で、損なわれていない、幸せ","not tied, free , boundless, unbroken, entire, unimpaired, happy ",
"81","adṛṣṭa","adṛṣṭa","1-2","隠れた","hidden",
"82","adruh","adrudh","3s","純粋な、真面目な、心の澄んだ","悪意や裏切りがない",
"83","advaita","advaita","1-2","比類のない","peerless ",
"84","adhama","adhama","1-2","及ばない、かなわない","inferior",
"85","adhara","adhara","1-2","低い、下品な","low, vile",
"86","adhika","adhika","1-2","追加の、後の","additional, subsequent, later",
"87","anaṃta","anaṃta","1-2","果てしない、限りない","Infinity",
"88","anakṣ","anakṣ","3s","目の見えない","blind",
"89","anaṅga","anaṅga","1-2","身体のない、肉体のない","bodiless, incorporeal",
"90","ananumeya","ananumeya","1-2","許可されない","Unpermissible",
"91","ananta","ananta","1-2","果てしない、限りない","Infinite",
"92","ananya","ananya","1-2","他にはない、別ではない、異なるではない、同一である、自己である、2番目ではない、ユニークである、1つ以下である、唯一の、気を散らさない、執着していない、他の誰にも捧げられていない","no other, not another, not different, identical, self, not having a second, unique, not more than one, sole, undistracted, not attached, not devoted to anyone else",
"93","anavapṛgṇa","anavapṛgṇa","1-2","説明のつかない","Unexplained",
"94","anātha","anātha","1-2","孤児","Orphan",
"95","anāpatti","anāpatti","3i","異議なし","No objection",
"96","anāmaya","anāmaya","1-2","無害な、病気のない、健康な、幸福な","not pernicious, free from disease, healthy, salubrious",
"97","anārya","anārya","1-2","無視する","Ignorant",
"98","anāhāra","anāhāra","1-2","食べ物を控える人","one who abstains from food",
"99","anitya","anitya","1-2","普通でない","unusual",
"100","anindriya","anindriya","1-2","無感覚","Insensible",
"101","aniruddha","aniruddha","1-2","遮るものがない、統治不能な、自発的な","unobstructed, ungovernable, self-willed",
"102","anīśa","anīśa","1-2","最優先で、不可能な","paramount, powerless, unable",
"103","anuka","anuka","1-2","依存した、好色な","subordinate, dependent, lustful",
"104","anudātta","anudātta","1-2","承諾する","granted",
"105","anunāsika","anunāsika","1-2","鼻","Nasal",
"106","anumeya","anumeya","1-2","許容される","Permissible",
"107","anuloma","anuloma","1-2","自然な方向に、順番に、定期的に、連なって、連続して","in a natural direction, in order, regular, successive",
"108","anuśāsaka","anuśāsaka","1-2","懲戒者","Disciplinarian",
"109","anusāra","anusāra","1-2","によると","According to",
"110","anūpa","anūpa","1-2","水の近くに位置し、水っぽい","situated near the water, watery",
"111","anṛkṣara","anṛkṣara","1-2","棘のない、つるつるの、なだらかな","thornless",
"112","aneka","aneka","1-2","1つではなく、多くの、たくさん、分離された","not one, many, much, separated",
"113","anedya","anedya","1-2","非難されるべきではない","not to be blamed",
"114","anta","anta","1-2","終わり","The end",
"115","antama","antama","1-2","最後のもの","The last one",
"116","antara","antara","1-2","違い","The difference",
"117","antavat","antavat","3con","ついに","Finally",
"118","antārāṣṭriya","antārāṣṭriya","1-2","国際的","International",
"119","andha","andha","1-2","盲目","blind",
"120","anna","anna","1-2","食べられる、食用の","eaten",
"121","anya","anya","1-2","その他","Others",
"122","anyonya","anyonya","1-2","お互い","Each other",
"123","apara","apara","1-2","後部、後部、後者、後部、西部、下位、下部、その他、別、異なる、遠い、反対、西にある","posterior, later, latter, following, western, inferior, lower, other, another, different, distant, opposite, being in the west of",
"124","aparādhin","aparādhin","3n","犯罪者","The criminal",
"125","aparimāṇa","aparimāṇa","1-2","計り知れない","immense",
"126","aparyāpta","aparyāpta","1-2","不十分","Insufficient",
"127","aparyuṣita","aparyuṣita","1-2","未熟","unripe",
"128","apeya","apeya","1-2","飲まない、下戸の、酒に弱い","unfit for drinking, not to be drunk ",
"129","apracetas","apracetas","3con","アプラチェタス","Aprachetas",
"130","aprati","aprati","3i","複製されていません","Unreplicated",
"131","apratima","apratima","1-2","比類のない","Unparalleled",
"132","abudhna","abudhna","1-2","無視する","Ignorant",
"133","abjit","abjit","3con","アブジット","Abjit",
"134","abhakta","abhakta","1-2","献身的ではない","Undevoted",
"135","abhadra","abhadra","1-2","失礼","Rude",
"136","abhinava","abhinava","1-2","革新的","Innovative",
"137","abhivṛṣṭa","abhivṛṣṭa","1-2","降雨","Rainfall",
"138","abhiṣṭidyumna","abhiṣṭidyumna","1-2","Abhishtidyumna","Abhishtidyumna",
"139","abhyantarakalpa","abhyantarakalpa","1-2","アビヤンタラカルパ","Abhyantarakalpa",
"140","abhyalaṃkṛta","abhyalaṃkṛta","1-2","装飾","ornamented",
"141","amanas","amanas","3con","知覚がない、知性がない、愚かな、無知な、バカな","without perception, intellect, sily",
"142","amara","amara","1-2","不滅","Immortal",
"143","amala","amala","1-2","染みのない、さびていない、きれい、純粋、輝いて","spotless, stainless, clean, pure, shining",
"144","amavat","amavat","3con","衝動的、暴力的、きな臭い、強い","impetuous, violent, strong",
"145","amitra","amitra","1-2","友達のいない","not having a friend",
"146","amṛta","amṛta","1-2","梨","pear",
"148","amedhya","amedhya","1-2","汚い","unclean",
"149","ayuta","ayuta","1-2","妨げられない","unimpeded",
"150","ayudhya","ayudhya","1-2","征服不可能","unconquerable",
"153","araṇa","araṇa","1-2","外国の、外の、遠い、戦わずに","foreign, distant, without fighting",
"154","aramati","aramati","3i","リラクゼーションやレポなしで、患者","without relaxation or repos, patient",
"155","arasa","arasa","1-2","樹液がない、味がない、味わう能力がない、弱い、効果がない、力がない","sapless, tasteless, not having the faculty of tasting, weak, effectless, having no strength",
"156","aritra","aritra","1-2","推進、運転","propelling, driving",
"157","aruṣa","aruṣa","1-2","赤い","red, reddish",
"158","arc","arc","3s","輝かしい、明るい、素晴らしい","shining, brilliant ",
"159","arjita","arjita","1-2","稼いだ","Earned",
"160","arjuna","arjuna","1-2","白い、澄んだ、透明な、澄んだ、銀色の、銀製の","white, clear, made of silver",
"161","ardha","ardha","1-2","半分","half",
"162","ardhaka","ardhaka","1-2","の半分","Half of the",
"163","arpaṇa","arpaṇa","1-2","募集","Offering",
"164","arbha","arbha","1-2","少ない、小さい、重要ではない","little, small, unimportant",
"165","arbhaga","arbhaga","1-2","若々しい、若い","youthful",
"166","arhat","arhat","3con","値する、資格がある、できる、許可される、価値がある、由緒ある、立派な、賞賛される、祝われる","deserving, entitled to, able, allowed to, worthy, venerable, respectable, praised, celebrated",
"167","arhita","arhita","1-2","尊敬され、崇拝された","honoured, worshipped",
"168","alaṃkṛta","alaṃkṛta","1-2","装飾","ornamented",
"169","alasa","alasa","1-2","不活発、受動的な、怠惰、怠惰、だるい、倦怠感、かすかな、怠けて","inactive, without energy, lazy, idle, indolent, tired, faint",
"170","alpa","alpa","1-2","小さい、若い","small, little, young",
"171","alpaprāṇa","alpaprāṇa","1-2","短命","short-lived",
"172","avadhāraṇa","avadhāraṇa","1-2","概念","Concept",
"173","avaśin","avaśin","3n","自分の自由意志を持たない、自分の意志を行使しない、独立していない","not having one's own free will, not exercising one's own will, not independent ",
"174","avidya","avidya","1-2","無学の、賢明ではない","unlearned, unwise",
"175","avidvas","avidvas","1-2","無知な","not knowing, ignorant",
"176","avināśya","avināśya","1-2","不滅","Indestructible",
"177","avīci","avīci","3i","波のない","waveless",
"178","avaidika","avaidika","1-2","非ヴェーダ","non-Vedic",
"179","avyaya","avyaya","1-2","無限大","Infinitive",
"180","avyākṛta","avyākṛta","1-2","説明のつかない","Unexplained",
"181","aśakta","aśakta","1-2","不可能な、無能な","unable, incompetent",
"182","aśuddha","aśuddha","1-2","正しくない","Incorrect",
"183","aśubha","aśubha","1-2","不吉","Ominous",
"184","aśrīra","aśrīra","1-2","不快な、心地悪い、醜い","unpleasant, ugly ",
"185","aśrumukha","aśrumukha","1-2","涙の顔","Tearful face",
"186","aśvattha","aśvattha","1-2","アシュヴァッタ","Ashvattha",
"187","aśvaścandra","aśvaścandra","1-2","馬で素晴らしい","brilliant with horses ",
"188","aśvin","aśvin","3n","アシュウィン","Ashwin",
"189","aṣāḍha","aṣāḍha","1-2","克服されない、無敵の、敵なし、最強の","not to be overcome, invincible",
"190","aṣāl̤ha","aṣāl̤ha","1-2","アシャル","Ashalh",
"191","aṣṭaka","aṣṭaka","1-2","アシュタカ","Ashtaka",
"192","aṣṭama","aṣṭama","1-2","第8","Eighth",
"193","asaṃkḷpta","asaṃkḷpta","1-2","簡略化されていない","Unabridged",
"194","asaṅkhyeya","asaṅkhyeya","1-2","無数","Innumerable",
"195","asat","asat","3con","偽りの、間違いの、偽の","False",
"196","asatya","asatya","1-2","偽りの、間違いの、偽の","false",
"197","asahāya","asahāya","1-2","無力","Helpless",
"198","asādhāraṇa","asādhāraṇa","1-2","並外れた","Extraordinary",
"199","asāra","asāra","1-2","樹液のない、力や価値のない、活力のない、甘やかされた、不適格な、不採算な、不誠実な","sapless, without strength or value, without vigour, spoiled, unfit, unprofitable, faithless",
"200","asita","asita","1-2","とじてない","unbound ",
"201","asitabhrū","asitabhrū","4u","Asitabhru","Asitabhru",
"202","asinva","asinva","1-2","飽くなき","insatiable ",
"203","asecana​","asecana​","1-2","魅力的で素敵","charming, lovely",
"204","asthira","asthira","1-2","不安定な、揺さぶられた、永続的ではない、一時的な、不確実な、疑わしい、可変の、安定していない、自信に値しない","unsteady, trembling, shaking, not permanent, transient, uncertain, unascertained, doubtful, changeable, not steady, not deserving confidence",
"205","ahaṃkārin","ahaṃkārin","3n","自慢の","Egotistical",
"206","ākāśeśa","ākāśeśa","1-2","無力な","helpless",
"207","ākṛta","ākṛta","1-2","整えられた、構築された","arranged, built",
"208","āgāmin","āgāmin","3n","今後の予定","Forthcoming",
"209","āgneya","āgneya","1-2","属する","belonging to, consecrated to",
"210","āṅgla","āṅgla","1-2","英語","English",
"211","āja","āja","1-2","今日","Today",
"212","ājāneya","ājāneya","1-2","知らない","I don't know",
"213","ājñākārin","ājñākārin","3n","従順","Obedient",
"214","āñchita","āñchita","1-2","望ましい","desired",
"215","āḍhya","āḍhya","1-2","裕福な、お金持ちの","rich",
"216","ātithya","ātithya","1-2","おもてなし","Hospitality",
"217","ātharvaṇa","ātharvaṇa","1-2","Atharva","Atharva",
"218","āda","āda","1-2","等","etc",
"219","āditya","āditya","1-2","太陽","The sun",
"220","ādima","ādima","1-2","原生的","Primitive",
"221","ādya","ādya","1-2","最初","The first",
"222","ādhunika","ādhunika","1-2","新しい、最近の、現在の","new, modern, present",
"223","āptya","āptya","1-2","Aptya","Aptya",
"224","āma","āma","1-2","一般","Common",
"225","āmreḍita","āmreḍita","1-2","繰り返し","reiterated, repeated",
"226","āyāta","āyāta","1-2","輸入","import",
"227","āyu","āyu","4u","年","Age",
"228","ārūpya","ārūpya","1-2","まとまりのない","Amorphous",
"229","ārogya","ārogya","1-2","衛生","hygiene",
"230","ārtava","ārtava","1-2","この排出に関連する、またはこの排出によって生成される、季節または期間に属する、または準拠する、季節性、月経","belonging or conforming to the seasons or periods of time, seasonable, menstrual, relating to or produced by this discharge",
"231","ārthika","ārthika","1-2","経済的","economic",
"232","ārdra","ārdra","1-2","湿った","damp",
"233","ārya","ārya","1-2","Arya","Arya",
"234","āryamaṇa","āryamaṇa","1-2","アルヤマン","Aryaman",
"235","ārṣa","ārṣa","1-2","アーシュ","Arsh",
"236","ālaṃkārika","ālaṃkārika","1-2","比喩的","figurative",
"237","ālasa","ālasa","1-2","怠惰","Idleness",
"238","ālasya","ālasya","1-2","怠惰","Idleness",
"239","ālākta","ālākta","1-2","Alact","Alact",
"240","ālocanā","ālocanā","1-2","批判","criticism",
"241","āvaśyaka","āvaśyaka","1-2","必要とする","require",
"242","āvasathya","āvasathya","1-2","宿泊施設","Accommodation",
"243","āvāsika","āvāsika","1-2","居住の","Residential",
"244","āviṣṭa","āviṣṭa","1-2","圧倒する","overwhelmed",
"245","āvṛta","āvṛta","1-2","覆われている","covered",
"246","āśu","āśu","4u","アシュ","Ashu",
"247","āsakta","āsakta","1-2","添付","Attached",
"248","āstika","āstika","1-2","信者","The believer",
"249","āsneya","āsneya","1-2","Asney","Asney",
"250","āhata","āhata","1-2","傷つく","Hurt",
"251","āharaṇa","āharaṇa","1-2","撤退","Withdrawal",
"252","āhāra","āhāra","1-2","ダイエット","diet",
"253","ita","ita","1-2","これ","It",
"254","itara","itara","1-2","他の","other",
"255","iddhāgni","iddhāgni","3i","火が燃えている人","one whose fire is kindled",
"256","ina","ina","1-2","これらは","These",
"257","indriya","indriya","1-2","感覚","The senses",
"258","iṣṭa","iṣṭa","1-2","望ましい","Desired",
"259","īkṣa","īkṣa","1-2","見ていて、訪問して","seeing, looking, visiting",
"260","īḍya","īḍya","1-2","エディア","Edya",
"261","īrṣita","īrṣita","1-2","嫉妬","Jealous",
"262","īrṣu","īrṣu","4u","嫉妬","Jealousy",
"263","īrṣyu","īrṣyu","4u","嫉妬","Jealousy",
"264","īśa","īśa","1-2","所有し、所有し、共有し、何でも完全にマスターし、能力があり、強力で、最高の人","owning, possessing, sharing, one who is completely master of anything, capable of, powerful, supreme",
"265","īśāna","īśāna","1-2","北東","Northeast",
"266","īṣat","īṣat","3con","少し","Slightly",
"267","ukta","ukta","1-2","言った","said",
"268","ugra","ugra","1-2","暴力的","violent",
"269","ucita","ucita","1-2","ちゃんとした","proper",
"270","ucca","ucca","1-2","高い","High",
"271","uccāra","uccāra","1-2","発音","Pronunciation",
"272","ucchinna","ucchinna","1-2","切断されました","Disconnected",
"273","ujjvala","ujjvala","1-2","燃え上がる、明るい、素晴らしい、輝かしい、燃えた、きれいい、澄んだ、素敵な、美しい、栄えて、本格的な、広がった","blazing up, luminous, splendid, light, burning, clean, clear, lovely, beautiful, glorious, full-blown, expanded",
"274","uttama","uttama","1-2","最高の、最上の、優秀な、最初の、最も除去された、最後の場所や順序やまたは時間、最後に、最後の","uppermost, highest, chief, most elevated, principal, best, excellent, first, greatest, the most removed or last in place or order or tim, at last, lastly ",
"275","uttara","uttara","1-2","より良い、より優れた、上、より高い、上、北、左、後、次、後、後、結論、後、未来、上、主、優れた、支配的、優勢、より強力","better, more excellent, upper, higher, superior, northern, left, later, following, subsequent, latter, concluding, posterior, future, superior, chief, excellent, dominant, predominant, more powerful",
"276","uttarādhara","uttarādhara","1-2","上と下、上と下","superior and inferior, higher and lower ",
"277","uttāna","uttāna","1-2","伸ばした、広がって、仰向けに寝た、仰向けに寝ている、顔を上に向けた、まっすぐ立った、凹んだ、表面に広がった、浅い、開いた","stretched out, spread out, lying on the back, sleeping supinely or with the face upwards, upright, concave, spreading out over the surface, shallow, open",
"278","utthāna","utthāna","1-2","高揚","Upliftment",
"279","udanya","udanya","1-2","ウダーニャ","Udanya",
"280","udayin","udayin","3n","ウダイン","Udayin",
"281","udātta","udātta","1-2","荘厳な","sublime",
"282","udāra","udāra","1-2","優しい","Generous",
"283","udāsa","udāsa","1-2","うつ病","Depressed",
"284","udāsin","udāsin","1-2","無関心","indifferent",
"285","udgūrṇa","udgūrṇa","1-2","叫んだ","exclaimed",
"286","udghāṭitāṅga","udghāṭitāṅga","1-2","裸で、知的な、賢い","naked, wise, intelligent",
"287","uddyota","uddyota","1-2","点滅して、眩い、明るい","flashing up, shining",
"288","udvartana","udvartana","1-2","破裂させる","causing to burst",
"289","udvigna","udvigna","1-2","悲しい、悩ましい、心許ない、不安な、始めの、怖い、怖じ気の","sorrowful, anxious, grieving for, shuddering, starting, frightened, terrified",
"290","unnata","unnata","1-2","曲がっている、または上向きになっている、高くなっている、持ち上げられている、高くなっている、高く、背が高い、目立つ、突き出ている、高い、高い、著名な、崇高な、素晴らしい、高貴な、大きなこぶがある、こぶがある","bent or turned upwards, elevated, lifted up, raised, high, tall, prominent, projecting, lofty, high, eminent, sublime, great, noble, having a large hump, humpbacked",
"291","unmatta","unmatta","1-2","知性の乱れ、気が散る、狂気、必死、狂気、酔っぱらい、酔っ払い、激怒の","disordered in intellect, distracted, insane, frantic, mad, drunk, intoxicated, furious",
"292","upatāpin","upatāpin","3n","ウパタピン","Upatapin",
"293","upama","upama","1-2","素晴らしい、最上部、最高、最も優れた、著名な、最高の、最も近い、次の、最初の、等しい、類似した、似ている、のように","uppermost, highest, most excellent, eminent, best, nearest, next, first, equal, similar, resembling, like",
"294","upayoginī","upayoginī","3i","使える","Useful",
"295","upayogin","upayogin","3n","使える","Useful",
"296","upalabdha","upalabdha","1-2","利用可能","Available",
"297","upavāsa","upavāsa","1-2","断食","Fasting",
"298","upasthasad","upasthasad","3con","膝の上または中央に座っている","sitting in the lap or in the centre of ",
"299","upānta","upānta","1-2","付録","Appendix",
"300","ubhaya","ubhaya","1-2","両方","Both",
"301","ubhau","ubhau","double","両方","both",
"302","uru","uru","4u","広い、広い、広々とした、拡張された、素晴らしい、大きい、多い、過剰な、優れた","wide, broad, spacious, extended, great, large, much, excessive, excellent",
"303","ullāpana","ullāpana","1-2","興奮","Excitement",
"304","uśij","uśij","3s","ウシジ","Ushij",
"305","uṣṭa","uṣṭa","1-2","燃えた","burnt",
"306","uṣṇa","uṣṇa","1-2","暖かい","Warm",
"307","ūḍha","ūḍha","1-2","盗まれた","stolen",
"308","ūna","ūna","1-2","少ない","fewer",
"309","ūrdhva","ūrdhva","1-2","上向き","upwards",
"310","ūrdhvaliṅga","ūrdhvaliṅga","1-2","上肢","Upper Limb",
"311","ṛkṣa","ṛkṣa","1-2","ハゲ、裸な、痛い、有害、カット、ピアス","bald, bare, hurting, pernicious, cut, pierced",
"312","ṛjipya","ṛjipya","1-2","まっすぐ上に行き、上に移動します","going straight upwards, moving upwards",
"313","ṛju","ṛju","4u","真っ直ぐ","Straight",
"314","ṛjra","ṛjra","1-2","赤い、赤みがかった、血色の良い、まっすぐ進む、先に進む、速い","red, reddish, ruddy, going straightforward, moving on, quick",
"315","ṛṇa","ṛṇa","1-2","行く、飛ぶ、逃亡者","going, flying, fugitive",
"316","ṛṇinī","ṛṇinī","3i","債務者","Debtor",
"317","ṛṇin","ṛṇin","3n","債務者","Debtor",
"318","ṛṇī","ṛṇī","3i","債務者","Debtor",
"319","ṛta","ṛta","1-2","適切、正しい、フィット、適切、適切、有能、勇敢、正直、真実、崇拝、尊敬、啓発、明るい、出会い、苦しみ","proper, right, fit, apt, suitable, able, brave, honest, true, worshipped, respected, enlightened, luminous, met with, afflicted by",
"320","ṛtāvan","ṛtāvan","1-2","適切で、真実で、忠実で、公正で、聖なる","proper, truthful, faithful, just, holy",
"321","ṛddha","ṛddha","1-2","リッダ","Riddha",
"322","ṛbhu","ṛbhu","4u","リブー","Ribhu",
"323","ṛṣitva","ṛṣitva","1-2","Rishitva","Rishitva",
"324","ṛṣva","ṛṣva","1-2","選ばれた、高い、高貴な、素晴らしい","elevated, high, sublime, great, noble",
"325","eka","eka","1-2","1","One",
"326","ekākin","ekākin","3n","エカキン","Ekakin",
"327","ekārtha","ekārtha","1-2","単音節","monosyllabic",
"328","ekāsanika","ekāsanika","1-2","座席が1つしかない","having only one seat",
"329","eḍa","eḍa","1-2","耳の聞こえない","deaf",
"330","eva","eva","1-2","行く、動く、スピーディー、速い","going, moving, speedy, quick",
"331","evaṃkratu","evaṃkratu","4u","このように気に","thus minded",
"332","evaṃgata","evaṃgata","1-2","たとえそうであっても","Even so",
"333","eṣa","eṣa","1-2","これです","This is it",
"334","aitihāsika","aitihāsika","1-2","歴史的","Historical",
"335","aindava","aindava","1-2","月に関連して、月のように、月","relating to the moon, like the moon, lunar",
"336","aiśa","aiśa","1-2","神聖、至高、威厳、厳かな","divine, supreme, regal",
"337","ojīyas","ojīyas","1-2","より強い","stronger",
"338","ojoda","ojoda","1-2","強くなった","granting power, strengthening",
"339","oṣa","oṣa","1-2","燃える、輝く、眩い","burning, shining",
"340","oṣṭhya","oṣṭhya","1-2","唇にいる、唇に属する、唇によって生成される、唇","being at the lips, belonging to the lips, produced by the lips, labial ",
"341","kañcana","kañcana","1-2","かんちゃん","Kanchan",
"342","kaṭu","kaṭu","4u","苦い","Bitter",
"343","kaṭhina","kaṭhina","1-2","難しい","Difficult",
"344","kaṭhinacitta","kaṭhinacitta","1-2","心のこもった","hard-hearted",
"345","kaṭhinahṛdaya","kaṭhinahṛdaya","1-2","心のこもった","Hard-hearted",
"346","kaṭhora","kaṭhora","1-2","厳しい","strict",
"347","kaṇṭhya","kaṇṭhya","1-2","喉","Throat",
"348","kadru","kadru","4u","カドル","Kadru",
"349","kanaka","kanaka","1-2","金","Gold",
"350","kaniṣṭha","kaniṣṭha","1-2","ジュニア","Junior",
"351","kanīna","kanīna","1-2","カニン","Kanin",
"352","kapardin","kapardin","3n","カパルディン","Kapardin",
"353","kapilā","kapilā","1-2","カピラ","Kapila",
"354","kamara","kamara","1-2","ウエスト","Waist",
"355","kamala","kamala","1-2","淡い赤、バラ色、欲望、欲深い","pale-red, rose-coloured, desirous, lustful",
"356","kampana","kampana","1-2","振動","Vibration",
"357","kampita","kampita","1-2","震え","trembling",
"358","karaṇa","karaṇa","1-2","することの、つくることの、影響を与える、引き起こす、賢い、巧みな","doing, making, effecting, causing, clever, skilful ",
"359","karaṇīya","karaṇīya","1-2","行われた、作られた、影響を受けた","to be done, to be made, to be effected",
"360","kari","kari","3i","カレー","Curry",
"361","karin","karin","3n","カリン","Karin",
"362","kala","kala","1-2","明日 ","indistinct, dumb, indistinct, inarticulate, low, soft, emitting a soft tone, melodious, weak, crude, undigested",
"363","kalpa","kalpa","1-2","実行可能、実行可能、可能","practicable, feasible, possible",
"364","kalpita","kalpita","1-2","作られた、製造された、人工的な、構成された、発明された、実行された、準備された、想定された、想定された、推測された、規制された、適切に配置された、特定のランクまたは順序を持っている、カパリスン","made, fabricated, artificial, composed, invented, performed, prepared, assumed, supposed, inferred, regulated, well arranged, having a particular rank or order, caparisoned",
"365","kalya","kalya","1-2","明日 ","Tomorrow",
"366","kalla","kalla","1-2","耳が聞こえない","deaf",
"367","kavi","kavi","3i","詩人","poet",
"368","kaśyapa","kaśyapa","1-2","カシャップ","Kashyap",
"369","kaṣṭa","kaṣṭa","1-2","苦しい","Suffering",
"370","kāṭa","kāṭa","1-2","切る","Cut",
"371","kāṇa","kāṇa","1-2","耳","Ears",
"372","kānta","kānta","1-2","望ましい、愛しい、親愛なる、楽しい、心地よい、素敵な、可愛い、美しい","desired, loved, dear, pleasing, agreeable, lovely, beautiful",
"373","kāmakeli","kāmakeli","3i","カンケリ","Kamkeli",
"374","kāmaduh","kāmadugh","3s","カマドゥ","Kamaduh",
