"38","īṣā","īṣā","Feminine","1","イシャ","Isha"
"39","ukta","ukta","Feminine","1","言った","said"
"40","utpīṭhikā","utpīṭhikā","Feminine","1","器具","utensil"
"41","udanyā","udanyā","Feminine","1","渇き","thirst"
"42","udāvartā","udāvartā","Feminine","1","例えば","e.g."
"43","upādhyāyā","upādhyāyā","Feminine","1","先生、指導者","teacher, preceptor"
"44","urvarā","urvarā","Feminine","1","肥沃な","Fertile"
"45","uṣṇatā","uṣṇatā","Feminine","1","熱","heat"
"46","ūrṇā","ūrṇā","Feminine","1","ウール、ウールの糸、糸","wool, a woollen thread, thread"
"47","erakā","erakā","Feminine","1","エモリエントと希釈剤の特性の草の一種","kind of grass of emollient and diluent properties"
"48","kakṣā","kakṣā","Feminine","1","腋の下の腫れ物","painful boils in the armpit"
"49","kaṭhinatā","kaṭhinatā","Feminine","1","困難","Difficulty"
"50","kanīnikā","kanīnikā","Feminine","1","瞳孔、小指","pupil, little finger"
"51","kandarā","kandarā","Feminine","1","カンダラ","kandara"
"52","kanyā","kanyā","Feminine","1","花嫁","bride"
"53","karikaṇā","karikaṇā","Feminine","1","パイパーチャバ","Piper Chaba"
"54","karikṛṣṇā","karikṛṣṇā","Feminine","1","パイパーチャバ","Piper Chaba"
"55","karimuktā","karimuktā","Feminine","1","カリムクタ","Karimukta"
"56","karuṇā","karuṇā","Feminine","1","思いやり","compassion"
"57","karkaṭikā","karkaṭikā","Feminine","1","癌","Cancer"
"58","kalā","kalā","Feminine","1","美術","art"
"59","kalikā","kalikā","Feminine","1","つぼみ","Bud"
"60","kaṣerukā","kaṣerukā","Feminine","1","脊椎","vertebrae"
"61","kāmalatā","kāmalatā","Feminine","1","膜の精力的、陰茎","membrum virile, penis"
"62","kārā","kārā","Feminine","1","刑務所","prison"
"63","kālā","kālā","Feminine","1","黒","Black"
"64","kālikā","kālikā","Feminine","1","黒い色、黒さ","black colour, blackness"
"65","kulatthikā","kulatthikā","Feminine","1","一種のエンドウ豆","kind of peas"
"66","kṛpā","kṛpā","Feminine","1","好意","favour"
"67","kṛṣṇā","kṛṣṇā","Feminine","1","蛭の一種","kind of leech"
"68","kriyā","kriyā","Feminine","1","行動","Action"
"69","krīḍā","krīḍā","Feminine","1","ゲーム","game"
"70","krīḍikā","krīḍikā","Feminine","1","運動、スポーツ","sports"
"71","kṣamā","kṣamā","Feminine","1","ごめん","Sorry"
"72","kṣudhā","kṣudhā","Feminine","1","飢え","Hunger"
"73","khelanā","khelanā","Feminine","1","遊ぶ","Playing"
"74","khelā","khelā","Feminine","1","遊んだ","played"
"75","gaṃgā","gaṃgā","Feminine","1","ガンジス","Ganges"
"76","gaṅgā","gaṅgā","Feminine","1","ガンガ","Ganga"
"77","gāthā","gāthā","Feminine","1","大作","epic"
"78","guhā","guhā","Feminine","1","洞窟","cave"
"79","godhā","godhā","Feminine","1","イグアナ","iguana"
"80","gopā","gopā","Feminine","1","ゴパ","Gopa"
"81","gnā","gnā","Feminine","1","神的な女性、女神の一種","divine female, kind of goddess"
"82","gmā","gmā","Feminine","1","地球","earth"
"83","grāmacaryā","grāmacaryā","Feminine","1","村の学校","village school"
"84","grīvā","grīvā","Feminine","1","首","neck"
"85","ghaṭanā","ghaṭanā","Feminine","1","行事","event"
"86","ghṛṇā","ghṛṇā","Feminine","1","嫌い","hate"
"87","cikitsikā","cikitsikā","Feminine","1","セラピスト","Therapist"
"88","cikkaṇā","cikkaṇā","Feminine","1","最上の牛","excellent cow"
"89","ciñcā","ciñcā","Feminine","1","チンチャ","Chincha"
"90","cintā","cintā","Feminine","1","不安","Anxiety"
"91","cumbā","cumbā","Feminine","1","接吻","kiss"
"92","cetanā","cetanā","Feminine","1","意識","consciousness"
"93","chātrā","chātrā","Feminine","1","学生","Student"
"94","chāyā","chāyā","Feminine","1","影の多い","shadow"
"95","jaṅghā","jaṅghā","Feminine","1","太もも","thighs"
"96","janatā","janatā","Feminine","1","人々","The people"
"97","jarā","jarā","Feminine","1","ただ","just"
"98","javā","javā","Feminine","1","ジャワ","Java"
"99","jahakā","jahakā","Feminine","1","どこ","Where"
"100","jā","jā","Feminine","1","行け","Go"
"101","jāyā","jāyā","Feminine","1","ジャヤ","Jaya"
"102","jighāṃsā","jighāṃsā","Feminine","1","ジガンサ","Jighansa"
"103","jihvā","jihvā","Feminine","1","舌、言葉、言語","tougue, langauge"
"104","jyā","jyā","Feminine","1","じゃ","Jya"
"105","jyotsnā","jyotsnā","Feminine","1","月光","moonlight"
"106","ṭaṅkā","ṭaṅkā","Feminine","1","足","leg"
"107","takva","takva","Feminine","1","速さ","quickness"
"108","tamisrā","tamisrā","Feminine","1","タミスラ","tamisra"
"109","taviṣyā","taviṣyā","Feminine","1","タビシャ","Tavisya"
"110","tārā","tārā","Feminine","1","星","star"
"111","tṛṣṇā","tṛṣṇā","Feminine","1","渇望","craving"
"112","dakṣiṇā","dakṣiṇā","Feminine","1","施し","Alms"
"113","dayā","dayā","Feminine","1","慈悲","mercy"
"114","dā","dā","Feminine","1","の","of the"
"115","dāḍhikā","dāḍhikā","Feminine","1","ひげ","Beard"
"116","didhakṣā","didhakṣā","Feminine","1","ディダクシャ","Didhaksha"
"117","diśā","diśā","Feminine","1","方向","Direction"
"118","dūratā","dūratā","Feminine","1","距離","Distance"
"119","dūrabhāṣasaṅkhyā","dūrabhāṣasaṅkhyā","Feminine","1","電話番号","Telephone number"
"120","dūrvā","dūrvā","Feminine","1","芝生","lawn"
"121","devatā","devatā","Feminine","1","神々","The gods"
"122","devabhāṣā","devabhāṣā","Feminine","1","神の言葉","God's language"
"123","doṣā","doṣā","Feminine","1","欠点","The fault"
"124","drākṣā","drākṣā","Feminine","1","ヴィニフェラ","vinifera"
"125","dvicakrikā","dvicakrikā","Feminine","1","二色性","cycle"
"126","dvitīyā","dvitīyā","Feminine","1","二番目","The second"
"127","dharmatā","dharmatā","Feminine","1","宗教性","Religiosity"
"128","dhānā","dhānā","Feminine","1","水田","paddy"
"129","dhāraṇā","dhāraṇā","Feminine","1","検出","sense"
"130","dhārā","dhārā","Feminine","1","縁","edge"
"131","dhītā","dhītā","Feminine","1","ディータ","Dheeta"
"132","dhurā","dhurā","Feminine","1","軸","Axis"
"133","nanā","nanā","Feminine","1","母方の祖父","maternal grandfather"
"134","nāvā","nāvā","Feminine","1","イド","id"
"135","nāsā","nāsā","Feminine","1","解体","demolition"
"136","nāsikā","nāsikā","Feminine","1","鼻","nose"
"137","nidrā","nidrā","Feminine","1","寝る","Sleep"
"138","nindā","nindā","Feminine","1","非難","condemnation"
"139","niṣṭhā","niṣṭhā","Feminine","1","忠誠心","Loyalty"
"140","naukā","naukā","Feminine","1","輸送する","ship"
"141","paṭṭikā","paṭṭikā","Feminine","1","額","plaque"
"142","paṇḍā","paṇḍā","Feminine","1","パンダ","panda"
"143","patrikā","patrikā","Feminine","1","雑誌","magazine"
"144","pādakandukakrīḍā","pādakandukakrīḍā","Feminine","1","履物","footwear"
"145","pāpā","pāpā","Feminine","1","お父さん","Dad"
"146","pālikā","pālikā","Feminine","1","自治体","Municipality"
"147","picchorā","picchorā","Feminine","1","ピチョラ","Pichora"
"148","pipāsā","pipāsā","Feminine","1","渇き","Thirst"
"149","pipīlikā","pipīlikā","Feminine","1","蟻","Ant"
"150","pīḍā","pīḍā","Feminine","1","痛み","pain"
"151","pūjā","pūjā","Feminine","1","崇拝","Worship"
"152","pūrṇimā","pūrṇimā","Feminine","1","満月","Full Moon"
"153","pṛcchā","pṛcchā","Feminine","1","問い合わせ","inquiry"
"154","pṛtanā","pṛtanā","Feminine","1","愛","love"
"155","pṛtanyā","pṛtanyā","Feminine","1","軍","army"
"156","paulikā","paulikā","Feminine","1","パウリカ","Paulika"
"157","prajñā","prajñā","Feminine","1","知恵","wisdom"
"158","pratijñā","pratijñā","Feminine","1","誓約","pledge"
"159","pratimā","pratimā","Feminine","1","銅像","statue"
"160","pratiśākhā","pratiśākhā","Feminine","1","サイドブランチ、サウンドシュート","side branch, sound shoot"
"161","prabhā","prabhā","Feminine","1","一目","glance"
"162","prahelikā","prahelikā","Feminine","1","パズル","Puzzle"
"163","prākṛta","prākṛta","Feminine","1","プラクリット","Prakrit"
"164","prāptikā","prāptikā","Feminine","1","領収書、レシート","receipt"
"165","phaḍiṅgā","phaḍiṅgā","Feminine","1","パディンガ","Phadinga"
"166","bahutā","bahutā","Feminine","1","とても","Very much"
"167","bāndhava","bāndhava","Feminine","1","相対的","relative"
"168","bālakrīḍā","bālakrīḍā","Feminine","1","子供の遊び","Children's play"
"169","bālā","bālā","Feminine","1","バラ","Bala"
"170","bālikā","bālikā","Feminine","1","女の子","girl"
"171","biḍālā","biḍālā","Feminine","1","猫","The cat"
"172","bubhukṣā","bubhukṣā","Feminine","1","食欲","appetite"
"173","bhagavadgītā","bhagavadgītā","Feminine","1","バガヴァッド・ジータ","Bhagavad Gita"
"174","bhartsanā","bhartsanā","Feminine","1","叱責","Rebuke"
"175","bhaśirā","bhaśirā","Feminine","1","バシラ","Bhashira"
"176","bhastrā","bhastrā","Feminine","1","バストラ","Bhastra"
"177","bhāryā","bhāryā","Feminine","1","妻","wife"
"178","bhāvajñā","bhāvajñā","Feminine","1","感情の","Emotional"
"179","bhāṣā","bhāṣā","Feminine","1","言語","language"
"180","bhiṇḍā","bhiṇḍā","Feminine","1","ビンダ","Bhinda"
"181","majjā","majjā","Feminine","1","骨髄","Marrow"
"182","mañjuṣā","mañjuṣā","Feminine","1","箱","Box"
"183","mañjūṣā","mañjūṣā","Feminine","1","箱","Box"
"184","maṇḍalikā","maṇḍalikā","Feminine","1","グループ、軍隊、バンド、群衆","group, troop, band, crowd"
"185","madirā","madirā","Feminine","1","ワイン","wine"
"186","manā","manā","Feminine","1","拒否","deny"
"187","mandurā","mandurā","Feminine","1","マットレス、スリーピングマット、ベッド","mattress, sleeping-mat, bed"
"188","manyā","manyā","Feminine","1","象の山羊の真ん中","the middle of an elephant's goad"
"189","maryādā","maryādā","Feminine","1","尊厳","Dignity"
"190","mahilā","mahilā","Feminine","1","女性","female"
"191","mātā","mātā","Feminine","1","母親","mother"
"192","mātrā","mātrā","Feminine","1","量","quantity"
"193","māyā","māyā","Feminine","1","アート、知恵、幻想、非現実、欺瞞、詐欺、トリック、魔術、重複","art, wisdom,  illusion, unreality, deception, fraud, trick, sorcery, duplicity"
"194","mālā","mālā","Feminine","1","花輪","Garland"
"195","mīmāṃsā","mīmāṃsā","Feminine","1","仮説","theory "
"196","mūrkhatā","mūrkhatā","Feminine","1","愚かさ","Foolishness"
"197","mūrchā","mūrchā","Feminine","1","失神","Fainting"
"198","mūlikā","mūlikā","Feminine","1","だいこん","Radish"
"199","mṛttikā","mṛttikā","Feminine","1","粘土","Clay"
"200","methikā","methikā","Feminine","1","メシカ","Methica"
"201","medhā","medhā","Feminine","1","精神的な活力や力、知性、慎重さ、知恵","mental vigour or power, intelligence, prudence, wisdom"
"202","mendhikā","mendhikā","Feminine","1","メンディカ","mendhika"
"203","mauktikamālā","mauktikamālā","Feminine","1","真珠のネックレス","Pearl necklace"
"204","yama","yama","Feminine","1","やま","Yama"
"205","yavanikā","yavanikā","Feminine","1","乙女","maiden"
"206","yavyā","yavyā","Feminine","1","ヤビー","yavy"
"207","yahvā","yahvā","Feminine","1","理解","understanding"
"208","yā","yā","Feminine","1","また","or"
"209","yātanā","yātanā","Feminine","1","拷問","Torture"
"210","yātrā","yātrā","Feminine","1","旅","journey"
"211","rakṣā","rakṣā","Feminine","1","保護","Protection"
"212","rakṣikā","rakṣikā","Feminine","1","保護者","The guardian"
"213","raṇḍa","raṇḍa","Feminine","1","窓","widow"
"214","raśanā","raśanā","Feminine","1","ラシュナ","Rashna"
"215","rasanā","rasanā","Feminine","1","にじみ出る","ooze"
"216","rasā","rasā","Feminine","1","ラサ","Rasa"
"217","riraṃsā","riraṃsā","Feminine","1","リランサ","Riransa"
"218","rai","rai","Feminine","1","吠える, 音, 騒音 ","barking, sound, noise "
"219","laghuhastatā","laghuhastatā","Feminine","1","軽快さ","Light-handedness"
"220","laṅkā","laṅkā","Feminine","1","ランカ","lanka"
"221","lajjā","lajjā","Feminine","1","恥","shame"
"222","latā","latā","Feminine","1","ラタ","Lata"
"223","lūtā","lūtā","Feminine","1","ロブ","rob"
"224","lekhā","lekhā","Feminine","1","口座","Accounts"
"225","vapā","vapā","Feminine","1","蟻塚","anthill"
"226","vapuṣyā","vapuṣyā","Feminine","1","驚き","astonishment"
"227","varṇamālā","varṇamālā","Feminine","1","文字","Alphabet"
"228","varṣā","varṣā","Feminine","1","雨","Rain"
"229","vācā","vācā","Feminine","1","契約","covenant"
"230","vāṭikā","vāṭikā","Feminine","1","公園","garden"
"231","vārā","vārā","Feminine","1","風","the wind"
"232","vārttā","vārttā","Feminine","1","話","talk"
"233","vālā","vālā","Feminine","1","あるもの","The one with"
"234","vidyā","vidyā","Feminine","1","知識、科学","knowledge, science"
"235","vidhavā","vidhavā","Feminine","1","未亡人","widow"
"236","viṣakanyā","viṣakanyā","Feminine","1","性交した男を死に至らしめるという少女","girl supposed to cause the death of a man who has had intercourse with her"
"237","vīṇā","vīṇā","Feminine","1","ハープ","harp"
"238","vīratā","vīratā","Feminine","1","英雄主義","Heroism"
"239","vṛkṣaśāyikā","vṛkṣaśāyikā","Feminine","1","ツリーベッド","Tree bed"
"240","vedanā","vedanā","Feminine","1","痛み","Pain"
"241","vedyā","vedyā","Feminine","1","医者","doctor"
"242","velā","velā","Feminine","1","潮","tide"
"243","veśyā","veśyā","Feminine","1","娼婦","whore"
"244","vaikalpikatā","vaikalpikatā","Feminine","1","オプション性","optionality"
"245","śayyā","śayyā","Feminine","1","ベッド、カウチ、ソファ ","bed, couch, sofa "
"246","śaradā","śaradā","Feminine","1","シャラダ","Sharada"
"247","śarkarā","śarkarā","Feminine","1","砂糖","Sugar"
"248","śalyakriyā","śalyakriyā","Feminine","1","手術","Surgery"
"249","śālā","śālā","Feminine","1","家","house"
"250","śikṣā","śikṣā","Feminine","1","教育","education"
"251","śikṣikā","śikṣikā","Feminine","1","先生","Teacher"
"252","śikhā","śikhā","Feminine","1","鋭い端、点、スパイク、ピーク、サミット、ピナクル、突起、端または点","sharp end, point, spike, peak, summit, pinnacle, projection, end or point"
"253","śiphā","śiphā","Feminine","1","シファ","Shifa"
"254","śiraḥpīḍā","śiraḥpīḍā","Feminine","1","頭痛","Headache"
"255","śilā","śilā","Feminine","1","石","rock"
"256","śiśayiṣā","śiśayiṣā","Feminine","1","シシャイシャ","Shishayisha"
"257","śiṣyā","śiṣyā","Feminine","1","弟子","Disciple"
"258","śīghratā","śīghratā","Feminine","1","速度、速さ","Speed"
"259","śuṅgā","śuṅgā","Feminine","1","シュンガ","Shunga"
"260","śuśrūṣā","śuśrūṣā","Feminine","1","サービス","Services"
"261","śobhanā","śobhanā","Feminine","1","美しい","Beautiful"
"262","śyāvyā","śyāvyā","Feminine","1","闇","darkness"
"263","śraddhā","śraddhā","Feminine","1","信念","belief"
"264","śramikā","śramikā","Feminine","1","労働者","Worker"
"265","śriyā","śriyā","Feminine","1","シュリヤ","Shriya"
"266","saṃkhyā","saṃkhyā","Feminine","1","番号","number"
"267","saṃjñā","saṃjñā","Feminine","1","名詞","noun"
"268","saṃdhā","saṃdhā","Feminine","1","同盟","alliance"
"269","saṃdhyā","saṃdhyā","Feminine","1","夜","Evening"
"270","sajjā","sajjā","Feminine","1","装飾","Decoration"
"271","satyatā","satyatā","Feminine","1","真実性","Truthfulness"
"272","sabhā","sabhā","Feminine","1","組み立て","Assembly"
"273","samā","samā","Feminine","1","環境","Sama"
"274","sampad","sampad","Feminine","1","財産","Property"
"275","sādhanā","sādhanā","Feminine","1","瞑想","Sadhana"
"276","sirā","sirā","Feminine","1","シラ","Sira"
"277","surā","surā","Feminine","1","蛇","snake"
"278","sūtikā","sūtikā","Feminine","1","スティカ","Sutika"
"279","senā","senā","Feminine","1","軍","Army"
"280","sevā","sevā","Feminine","1","従者","service"
"281","sevikā","sevikā","Feminine","1","女中","The maidservant"
"282","stukā","stukā","Feminine","1","ストゥーカ","stuka"
"283","sthiratā","sthiratā","Feminine","1","安定","Stability"
"284","sthirā","sthirā","Feminine","1","安定","Stable"
"285","sthūṇā","sthūṇā","Feminine","1","木材、バルク","bulk"
"286","snuṣā","snuṣā","Feminine","1","義理の娘","daughter-in-law"
"287","sphoṭikā","sphoṭikā","Feminine","1","爆発物","Explosives"
"288","smeratā","smeratā","Feminine","1","微笑み、笑顔","smiling, smile"
"289","svadhā","svadhā","Feminine","1","スワダ","Swadha"
"290","haladikā","haladikā","Feminine","1","ハルディカ","haldika"
"291","haladīkā","haladīkā","Feminine","1","ハルディカ","haldika"
"292","hikkā","hikkā","Feminine","1","ひっか","hikka"
"293","hikkikā","hikkikā","Feminine","1","ひきか","Hikika"
"294","hikvā","hikvā","Feminine","1","しゃっくり","Hiccup"
"295","hīrā","hīrā","Feminine","1","ダイヤモンド","Diamond"
"296","hekkā","hekkā","Feminine","1","ヘッカ","hekka"
"297","holā","holā","Feminine","1","それは起こります","It happens"
"298","aṃśas","aṃśa","Masculine","2","シェア、ポーション、パート、パーティ、パーティション、継承","share, portion, part, party, partition, inheritance"
"299","aṃsas","aṃsa","Masculine","2","共有","share"
"300","aṃsakūṭas","aṃsakūṭa","Masculine","2","肩 ","shoulder "
"301","akālas","akāla","Masculine","2","推定","estimation"
"302","agas","aga","Masculine","2","8月","August"
"303","agniparvatas","agniparvata","Masculine","2","火山","volcano"
"304","aṅkas","aṅka","Masculine","2","フック、カーブ、マーク、ライン、ストローク、オーナメント、スティグマ、ドラマ","hook, curve, mark, line, stroke, ornament, stigma, drama"
"305","aṅgas","aṅga","Masculine","2","連続した","contiguous"
"306","aṅgasaṅgas","aṅgasaṅga","Masculine","2","手足","limbs"
"307","aṅgāras","aṅgāra","Masculine","2","炭","charcoal"
"308","aṅgulas","aṅgula","Masculine","2","指、親指","finger, thumb"
"309","aṅguṣṭhas","aṅguṣṭha","Masculine","2","親指","thumbs"
"310","acchas","accha","Masculine","2","衣類、カバー","clothing, covering"
"311","acchabhallas","acchabhalla","Masculine","2","くま","bear"
"312","ajas","aja","Masculine","2","今日","today"
"313","ajagandhas","ajagandha","Masculine","2","りゅう","Dragons"
"314","ajras","ajra","Masculine","2","分野","field"
"315","atithidevas","atithideva","Masculine","2","名誉のゲスト","Guest of Honor"
"316","atkas","atka","Masculine","2","衣服","garment"
"317","adgas","adga","Masculine","2","犠牲ケーキ、杖","sacrificial cake, cane"
"318","adharas","adhara","Masculine","2","唇","Lips"
"319","adhikāras","adhikāra","Masculine","2","権利","Rights"
"320","adhyāpakas","adhyāpaka","Masculine","2","教師","Teachers"
"321","anas","ana","Masculine","2","国連","Un"
"322","analas","anala","Masculine","2","アナル","Anal"
"323","anāhāras","anāhāra","Masculine","2","ファストフード","fast food"
"324","anilas","anila","Masculine","2","アニル","Anil"
"325","anuprāsas","anuprāsa","Masculine","2","頭韻","alliteration"
"326","anusvāras","anusvāra","Masculine","2","アヌサラ","Anusara"
"327","anūpas","anūpa","Masculine","2","アヌープ","Anoop"
"328","antas","anta","Masculine","2","終了、限界、境界、期間、結論","end, limit, boundary, term, conclusion"
"329","antarāyas","antarāya","Masculine","2","介入, 障害","intervention, obstacle"
"330","apagamas","apagama","Masculine","2","出発、死","departure, death"
"331","apadeśas","apadeśa","Masculine","2","四半期、場所","quarter, place"
"332","apabhraṃśas","apabhraṃśa","Masculine","2","崩壊、堕落、非文","corruption, ungrammatical language"
"333","apāyas","apāya","Masculine","2","災害","Disaster"
"334","apūpas","apūpa","Masculine","2","おっと","Apoops"
"335","abdas","abda","Masculine","2","アブド","Abd"
"336","abhinayas","abhinaya","Masculine","2","演技","acting"
"337","abhiṣekas","abhiṣeka","Masculine","2","戴冠式","Coronation"
"338","abhyaṅgas","abhyaṅga","Masculine","2","アビヤン","Abhyang"
"339","amitras","amitra","Masculine","2","不親切な","unfriendly"
"340","amṛtas","amṛta","Masculine","2","梨","pear"
"341","ayaskāras","ayaskāra","Masculine","2","鉄鉱石","Iron ore"
"342","aruṣas","aruṣa","Masculine","2","アルーシャ","Arushas"
"343","arkas","arka","Masculine","2","光線、閃光","ray, flash of lightning"
"344","arghas","argha","Masculine","2","価値、価値、価格","worth, value, price"
"345","arthas","artha","Masculine","2","意味、意味","sense, meaning"
"346","arthālaṃkāras","arthālaṃkāra","Masculine","2","修辞学、修辞法","rhetoric"
"347","arśas","arśa","Masculine","2","王位","Arshas"
"348","alaṃkāras","alaṃkāra","Masculine","2","装飾品","Ornaments"
"349","alasas","alasa","Masculine","2","不活発な、気力のない、怠慢な、不摂生な、疲れた、気力のない","inactive, without energy, lazy, idle, indolent, tired, faint"
"350","alpaprāṇas","alpaprāṇa","Masculine","2","微呼吸","slight breathing"
"351","allāhas","allāha","Masculine","2","神","God"
"352","avikas","avika","Masculine","2","羊","sheep"
"353","aśaikṣamārgas","aśaikṣamārga","Masculine","2","必須ではない道路","non-essential road"
"354","aśvas","aśva","Masculine","2","馬、射手","horse, archer"
"355","asaṅkhyeyas","asaṅkhyeya","Masculine","2","無数","Innumerable"
"356","asiras","asira","Masculine","2","光線、ビーム、矢印","ray, beam, arrow"
"357","asuras","asura","Masculine","2","阿修羅","Asura"
"358","asthibhaṅgas","asthibhaṅga","Masculine","2","骨折","Fractures"
"359","asvīkāras","asvīkāra","Masculine","2","ごみ","refuse"
"360","ahaṃkāras","ahaṃkāra","Masculine","2","自我","Ego"
"361","ākāras","ākāra","Masculine","2","形","Size"
"362","ākāśeśas","ākāśeśa","Masculine","2","空の主","lord of the sky"
"363","ākheṭas","ākheṭa","Masculine","2","狩猟","Hunting"
"364","ākheṭakas","ākheṭaka","Masculine","2","猟師","Hunter"
"365","āgneyas","āgneya","Masculine","2","火のような","igneous"
"366","ācāras","ācāra","Masculine","2","行為","Conduct"
"367","ācāryas","ācārya","Masculine","2","先生","Teacher"
"368","ācāryadevas","ācāryadeva","Masculine","2","アチャリヤデオ","Acharyadeo"
"369","āṇḍas","āṇḍa","Masculine","2","卵","Eggs"
"370","ādarśas","ādarśa","Masculine","2","理想","Ideal"
"371","ānandas","ānanda","Masculine","2","喜び","Joy"
"372","ānandadattas","ānandadatta","Masculine","2","アナンドダット","Ananddutt"
"373","āpaṇas","āpaṇa","Masculine","2","店","shop"
"374","ābharaṇas","ābharaṇa","Masculine","2","装飾品","Ornaments"
"375","āmras","āmra","Masculine","2","マンゴー","mango"
"376","āyāmas","āyāma","Masculine","2","寸法","Dimensions"
"377","āyurvedas","āyurveda","Masculine","2","アーユルヴェーダ","Ayurveda"
"378","ārambhas","ārambha","Masculine","2","始める","begin"
"379","ārāmas","ārāma","Masculine","2","快適","Comfort"
"380","āropas","āropa","Masculine","2","非難","blame"
"381","āryas","ārya","Masculine","2","メンバー, 友人","member, friend"
"382","ālaṃkārikas","ālaṃkārika","Masculine","2","比喩的","figurative"
"383","ālambhas","ālambha","Masculine","2","フック、強制","hook, enforce"
"384","āśayas","āśaya","Masculine","2","意味","Meaning"
"385","āsas","āsa","Masculine","2","望み","Hope"
"386","āsandas","āsanda","Masculine","2","椅子","chair"
"387","āsāras","āsāra","Masculine","2","攻撃","attack"
"388","ikāras","ikāra","Masculine","2","イカール","Ikar"
"389","itihāsas","itihāsa","Masculine","2","歴史","history"
"390","inas","ina","Masculine","2","これらは","These"
"391","indras","indra","Masculine","2","インドラ","indra"
"392","islāmas","islāma","Masculine","2","イスラム教","Islam"
"393","islāmadharmas","islāmadharma","Masculine","2","イスラム教","Islamism"
"394","īrmas","īrma","Masculine","2","腕","arm"
"395","īśas","īśa","Masculine","2","夫","husband"
"396","īśvaras","īśvara","Masculine","2","神","God"
"397","īṣadvīryas","īṣadvīrya","Masculine","2","敬虔さ","godliness"
"398","uccāras","uccāra","Masculine","2","発音","Pronunciation"
"399","ucchvāsas","ucchvāsa","Masculine","2","呼気","Exhalation"
"400","uṇḍukas","uṇḍuka","Masculine","2","胃、ネット、テクスチャ","stomach, net, texture"
"401","utsas","utsa","Masculine","2","泉、噴水","spring, fountain"
"402","utsāhas","utsāha","Masculine","2","熱意","enthusiasm"
"403","upakāras","upakāra","Masculine","2","親切","Kindness"
"404","upadeśas","upadeśa","Masculine","2","説教","Preaching"
"405","upayogas","upayoga","Masculine","2","使用法","Usage"
"406","upālambhas","upālambha","Masculine","2","検出","detection"
"407","uraṇas","uraṇa","Masculine","2","ラム、羊、若いラム","ram, sheep, young ram"
"408","ulūkas","ulūka","Masculine","2","フクロウ","owl"
"409","ullāsas","ullāsa","Masculine","2","興奮","Excitement"
"410","uṣṭras","uṣṭra","Masculine","2","飴","camel"
"411","uṣṇas","uṣṇa","Masculine","2","暖かい","Warm"
"412","ūbadhyas","ūbadhya","Masculine","2","退屈","Bored"
"413","ūmas","ūma","Masculine","2","メイト、空","mate, sky"
"414","ūhas","ūha","Masculine","2","ああ","Ooh"
"415","ṛkāras","ṛkāra","Masculine","2","リカー","Rikar"
"416","ṛgvedas","ṛgveda","Masculine","2","リグヴェダ","Rigveda"
