50055,agotā,agotā,"Feminine",1,アゴタ,Agota
50056,agnikārikā,agnikārikā,"Feminine",1,消火器,fire extinguisher
50057,agnikrīḍā,agnikrīḍā,"Feminine",1,花火,Fireworks
50058,agnikhadā,agnikhadā,"Feminine",1,炉,fire pit
50059,agnigarbhā,agnigarbhā,"Feminine",1,アグニガルバ,Agnigarbha
50060,agnicityā,agnicityā,"Feminine",1,炉,fire pit
50061,agnijā,agnijā,"Feminine",1,アグニア,Agnija
50062,agnijihvā,agnijihvā,"Feminine",1,火の舌,The tongue of fire
50063,agnijvālā,agnijvālā,"Feminine",1,炎の炎,Flame of fire
50064,agnitā,agnitā,"Feminine",1,アグニタ,agnita
50065,agnitretā,agnitretā,"Feminine",1,アグニトレタ,Agnitreta
50066,agnidīptā,agnidīptā,"Feminine",1,アグニディプタ,Agnidipta
50067,agnidevā,agnidevā,"Feminine",1,アグニデバ,agnideva
50068,agniparikriyā,agniparikriyā,"Feminine",1,花火,Fireworks
50069,agniparīkṣā,agniparīkṣā,"Feminine",1,火災試験,Fire test
50070,agnipurā,agnipurā,"Feminine",1,アグニプラ,Agnipura
50071,agniprabhā,agniprabhā,"Feminine",1,アグニプラバ,Agniprabha
50072,agniruhā,agniruhā,"Feminine",1,アグニルハ,Agniruha
50073,agnivelā,agnivelā,"Feminine",1,アニベラ,Agnivela
50074,agniśālā,agniśālā,"Feminine",1,暖炉,Fireplace
50075,agniśikhā,agniśikhā,"Feminine",1,炎の炎,Flame of fire
50076,agniśuśrūṣā,agniśuśrūṣā,"Feminine",1,消防署,Fire Services
50077,agniṣṭhikā,agniṣṭhikā,"Feminine",1,暖炉,The fireplace
50078,agnisajjā,agnisajjā,"Feminine",1,花火,Fireworks
50079,agnihotradevatā,agnihotradevatā,"Feminine",1,アグニホートラ神,agnihotra deity
50080,agnihotravelā,agnihotravelā,"Feminine",1,アグニホトラベラ,Agnihotravela
50081,agnyādhānaśarkarā,agnyādhānaśarkarā,"Feminine",1,砂糖黍、サトウキビ,sugar cane
50082,agnyādheyadevatā,agnyādheyadevatā,"Feminine",1,火の神,The deity of the fire
50083,agragaṇanā,agragaṇanā,"Feminine",1,前方カウント,Forward calculation
50084,agragrāsikā,agragrāsikā,"Feminine",1,前咽頭,Anterior pharynx
50085,agrajaṅghā,agrajaṅghā,"Feminine",1,前足,Fore-leg
50086,agrajā,agrajā,"Feminine",1,姉,The elder sister
50087,agrajyā,agrajyā,"Feminine",1,姉,The elder sister
50088,agranāsikā,agranāsikā,"Feminine",1,前鼻孔,Frontal nostril
50089,agrapūjā,agrapūjā,"Feminine",1,アグラプージャ,Agrapooja
50090,agralohitā,agralohitā,"Feminine",1,前頭赤み,Frontal redness
50091,agrasaṃkhyā,agrasaṃkhyā,"Feminine",1,フロントナンバー,Front number
50092,agrasandhyā,agrasandhyā,"Feminine",1,前日の夕方,Evening before
50093,agrasārā,agrasārā,"Feminine",1,アグラサラ,Agrasara
50094,agrā,agrā,"Feminine",1,アグラ,Agra
50095,agrimā,agrimā,"Feminine",1,次のもの,The next one
50096,agryā,agryā,"Feminine",1,何よりも,Foremost
50097,agharikā,agharikā,"Feminine",1,アグリカ,aghrika
50098,aghā,aghā,"Feminine",1,アガ,Agha
50099,aghorā,aghorā,"Feminine",1,アゴラ,Aghora
50100,aghnyā,aghnyā,"Feminine",1,アグニャ,agnya
50101,aṅkadhāraṇā,aṅkadhāraṇā,"Feminine",1,数字保持,Digit retention
50102,aṅkapālikā,aṅkapālikā,"Feminine",1,地方自治体,municipal corporation
50103,aṅkavidyā,aṅkavidyā,"Feminine",1,数秘術,Numerology
50104,aṅkuśā,aṅkuśā,"Feminine",1,あんくしゃ,Ankusha
50105,aṅkolikā,aṅkolikā,"Feminine",1,アンコリカ,ankolika
50106,aṅgakriyā,aṅgakriyā,"Feminine",1,臓器の行動,Organ action
50107,aṅgajā,aṅgajā,"Feminine",1,器官,organ
50108,aṅgatā,aṅgatā,"Feminine",1,あんがた,Angata
50109,aṅgadā,aṅgadā,"Feminine",1,器官,organ
50110,aṅganā,aṅganā,"Feminine",1,器官,organ
50111,aṅgavidyā,aṅgavidyā,"Feminine",1,整形外科,Orthopedics
50112,aṅgasaṃskriyā,aṅgasaṃskriyā,"Feminine",1,臓器培養,Organ culture
50113,aṅgasaṃhitā,aṅgasaṃhitā,"Feminine",1,臓器コード,The Code of Organs
50114,aṅgāṅgitā,aṅgāṅgitā,"Feminine",1,生命体,organism
50115,aṅgārajīvikā,aṅgārajīvikā,"Feminine",1,生活,livelihood
50116,aṅgāradhānikā,aṅgāradhānikā,"Feminine",1,微粒子,corpuscle
50117,aṅgārikā,aṅgārikā,"Feminine",1,ナス,eggplant
50118,aṅgāritā,aṅgāritā,"Feminine",1,あがりた,agarita
50119,aṅgāryā,aṅgāryā,"Feminine",1,アンガリア,angarya
50120,aṅgikā,aṅgikā,"Feminine",1,アンギカ,angika
50121,aṅgulikā,aṅgulikā,"Feminine",1,指,The finger
50122,aṅgulimudrā,aṅgulimudrā,"Feminine",1,指紋,Fingerprint
50123,aṅgulimudrikā,aṅgulimudrikā,"Feminine",1,指紋,Fingerprint
50124,aṅguṣṭhikā,aṅguṣṭhikā,"Feminine",1,親指,The thumb
50125,aṅghrivallikā,aṅghrivallikā,"Feminine",1,アングリバリカ,Anghrivalika
50126,acalakīlā,acalakīlā,"Feminine",1,アハルキラ,Achalkila
50127,acalā,acalā,"Feminine",1,アチャラ,Achala
50128,acākrikatā,acākrikatā,"Feminine",1,非周期性,Acyclicity
50129,acintā,acintā,"Feminine",1,無関心,Unconcerned
50130,aciraprabhā,aciraprabhā,"Feminine",1,アチプラバ,Achirprabha
50131,aciraprasūtā,aciraprasūtā,"Feminine",1,アチラプラスタ,Achiraprasuta
50132,acirā,acirā,"Feminine",1,アチラ,Achira
50133,acirābhā,acirābhā,"Feminine",1,あちらば,Achirabha
50134,aceṣṭatā,aceṣṭatā,"Feminine",1,不作為,Inaction
50135,acchuptā,acchuptā,"Feminine",1,アチュプタ,Achchupta
50136,acchūrikā,acchūrikā,"Feminine",1,アチュリカ,Achchurika
50137,acchodā,acchodā,"Feminine",1,アチョーダ,Achchoda
50138,ajakā,ajakā,"Feminine",1,今日の,Today's
50139,ajakūlā,ajakūlā,"Feminine",1,アジュクラ,Ajkula
50140,ajagandhikā,ajagandhikā,"Feminine",1,蜻蛉,Dragonfly
50141,ajagallikā,ajagallikā,"Feminine",1,アジャガリカ,Ajagallika
50142,ajaṭā,ajaṭā,"Feminine",1,アジャタ,Ajta
50143,ajaḍā,ajaḍā,"Feminine",1,アジダ,Ajda
50144,ajatā,ajatā,"Feminine",1,アジャタ,Ajata
50145,ajathyā,ajathyā,"Feminine",1,アジャシア,Ajathya
50146,ajadevatā,ajadevatā,"Feminine",1,アジャデーヴァタ,Ajadevata
50147,ajapā,ajapā,"Feminine",1,AJPA,AJPA
50148,ajamodā,ajamodā,"Feminine",1,パセリ,Parsley
50149,ajamodikā,ajamodikā,"Feminine",1,パセリ,Parsley
50150,ajayā,ajayā,"Feminine",1,アジャヤ,Ajaya
50151,ajarā,ajarā,"Feminine",1,アズラ,Azra
50152,ajahatsvārthā,ajahatsvārthā,"Feminine",1,アジャハトワルサ,Ajahatswartha
50153,ajahā,ajahā,"Feminine",1,アジャハ,Ajaha
50154,ajā,ajā,"Feminine",1,ヤギ,goat
50155,ajāmitā,ajāmitā,"Feminine",1,アジャミタ,Ajamita
50156,ajikā,ajikā,"Feminine",1,あじか,Ajika
50157,ajitabalā,ajitabalā,"Feminine",1,アジットバラ,Ajitbala
50158,ajinapattrā,ajinapattrā,"Feminine",1,アジンパトラ,Ajinpattra
50159,ajinapattrikā,ajinapattrikā,"Feminine",1,アジンパトリカ,Ajinpatrika
50160,ajinaphalā,ajinaphalā,"Feminine",1,アジンファラ,Ajinphala
50161,ajirā,ajirā,"Feminine",1,アジラ,Azira
50162,ajīryattā,ajīryattā,"Feminine",1,消化不良,Indigestion
50163,ajjukā,ajjukā,"Feminine",1,アジュカ,Ajjuka
50164,ajjhaṭā,ajjhaṭā,"Feminine",1,アジャタ,Ajjhata
50165,ajñakā,ajñakā,"Feminine",1,無知の,of ignorance
50166,ajñatā,ajñatā,"Feminine",1,無知,Ignorance
50167,ajñānatā,ajñānatā,"Feminine",1,無知,Ignorance
50168,ajñikā,ajñikā,"Feminine",1,アグニカ,agnika
50169,ajyeyatā,ajyeyatā,"Feminine",1,無敵,Invincibility
50170,añjananāmikā,añjananāmikā,"Feminine",1,肛門性器,anogenital
50171,añjanā,añjanā,"Feminine",1,アンジャナ,Anjana
50172,añjanādhikā,añjanādhikā,"Feminine",1,アンジャナディカ,Anjanadhika
50173,añjanikā,añjanikā,"Feminine",1,アンジャニカ,Anjanika
50174,añjalikā,añjalikā,"Feminine",1,アンジャリカ,Anjalika
50175,añjalikārikā,añjalikārikā,"Feminine",1,アンジャリカリカ,Anjalikarika
50176,añjihiṣā,añjihiṣā,"Feminine",1,あんじひしゃ,Anjihisha
50177,aṭaṭyā,aṭaṭyā,"Feminine",1,アティア,Attya
50178,aṭā,aṭā,"Feminine",1,アッタ,Atta
50179,aṭāṭā,aṭāṭā,"Feminine",1,あたた,Atata
50180,aṭāṭyā,aṭāṭyā,"Feminine",1,あたたや,Attatya
50181,aṭṭā,aṭṭā,"Feminine",1,アッタ,Atta
50182,aṭṭālikā,aṭṭālikā,"Feminine",1,屋根裏,Attic
50183,aṭṭilikā,aṭṭilikā,"Feminine",1,屋根裏,Attic
50184,aṭyā,aṭyā,"Feminine",1,アティア,Atya
50185,aṭhillā,aṭhillā,"Feminine",1,アティラ,Athilla
50186,aṇutā,aṇutā,"Feminine",1,原子性,Atomicity
50187,aṇubhā,aṇubhā,"Feminine",1,原子の明るさ,Atomic brightness
50188,aṇḍajā,aṇḍajā,"Feminine",1,卵,Eggs
50189,aṇḍikā,aṇḍikā,"Feminine",1,卵巣,Ovary
50190,atikathā,atikathā,"Feminine",1,極端な話,Extreme story
50191,atiguhā,atiguhā,"Feminine",1,ハイパーキャビティ,hypercavity
50192,aticarā,aticarā,"Feminine",1,過剰,Excessive
50193,atichattrakā,atichattrakā,"Feminine",1,オーバーアンブレラ,over-umbrella
50194,atichattrā,atichattrā,"Feminine",1,オーバーアンブレラ,Over-umbrella
50195,atijīrṇatā,atijīrṇatā,"Feminine",1,肥大,Hypertrophy
50196,atitīvrā,atitīvrā,"Feminine",1,非常に激しい,Very intense
50197,atitṛṣṇā,atitṛṣṇā,"Feminine",1,過度の喉の渇き,Excessive thirst
50198,atithikriyā,atithikriyā,"Feminine",1,客人の行動,Guest action
50199,atithipūjā,atithipūjā,"Feminine",1,客人の礼拝,Guest worship
50200,atithisevā,atithisevā,"Feminine",1,お客様サービス,Guest Services
50201,atinidrā,atinidrā,"Feminine",1,寝坊,Oversleep
50202,atipañcā,atipañcā,"Feminine",1,アティパンチャ,Atipancha
50203,atibalā,atibalā,"Feminine",1,アティバラ,Atibala
50204,atimānitā,atimānitā,"Feminine",1,過大評価,Overestimation
50205,atimodā,atimodā,"Feminine",1,アティモダ,Atimoda
50206,atiyātrā,atiyātrā,"Feminine",1,過度の旅行,Excessive travel
50207,atiraktā,atiraktā,"Feminine",1,過度の血,Excessive blood
50208,atirasā,atirasā,"Feminine",1,アティラサ,Atirasa
50209,atiriktatā,atiriktatā,"Feminine",1,過剰さ,Excessiveness
50210,atirucirā,atirucirā,"Feminine",1,アティルチラ,Atiruchira
50211,atilihā,atilihā,"Feminine",1,アティリハ,Atiliha
50212,atilobhatā,atilobhatā,"Feminine",1,過度の貪欲,Excessive greed
50213,atilomaśā,atilomaśā,"Feminine",1,アティロムシャ,Atilomsha
50214,ativakrā,ativakrā,"Feminine",1,ハイパーカーブ,hypercurved
50215,ativiṣā,ativiṣā,"Feminine",1,過毒性,Hypertoxicity
50216,ativyathā,ativyathā,"Feminine",1,過度の痛み,Excessive pain
50217,atiśaṃsanā,atiśaṃsanā,"Feminine",1,過大評価,Overpraise
50218,atiśaktitā,atiśaktitā,"Feminine",1,過剰な力,Excessive power
50219,atiśaṅkā,atiśaṅkā,"Feminine",1,過度の疑惑,Excessive suspicion
50220,atiśayopamā,atiśayopamā,"Feminine",1,過度の比喩,Excessive metaphor
50221,atisāmyā,atisāmyā,"Feminine",1,過度の平等,Excessive equality
50222,atisevā,atisevā,"Feminine",1,過奉仕,Overservice
50223,atṛṇyā,atṛṇyā,"Feminine",1,アグラニャ,Agranya
50224,attā,attā,"Feminine",1,アッタ,Atta
50225,attikā,attikā,"Feminine",1,アッティカ,Attica
50226,atyamlā,atyamlā,"Feminine",1,非常に酸性,Very acidic
50227,atyāśā,atyāśā,"Feminine",1,過剰な希望,Excessive hope
50228,atyuktā,atyuktā,"Feminine",1,過大評価,Overstated
50229,atyukthā,atyukthā,"Feminine",1,アチュクタ,Atyuktha
50230,atyūhā,atyūhā,"Feminine",1,あゆは,Atyuha
50231,atribhāradvājikā,atribhāradvājikā,"Feminine",1,アトリバードワジカ,Atribhardwajika
50232,atrisaṃhitā,atrisaṃhitā,"Feminine",1,アトリ・サムヒタ,Atri Samhita
50233,atvarā,atvarā,"Feminine",1,急げ,Hurry up
50234,atharvaśikhā,atharvaśikhā,"Feminine",1,アタルバ・シカ,Atharva Shikha
50235,adattā,adattā,"Feminine",1,未払い,Unpaid
50236,adalā,adalā,"Feminine",1,交換,Exchange
50237,adīnagātratā,adīnagātratā,"Feminine",1,うつ,Depression
50238,aduḥkhasukhavedanā,aduḥkhasukhavedanā,"Feminine",1,苦しみのない、喜びと痛み,"non-suffering, pleasure and pain"
50239,adṛṣṭikā,adṛṣṭikā,"Feminine",1,見えない,Invisible
50240,adevatā,adevatā,"Feminine",1,無神論者,The godless
50241,adbhutopamā,adbhutopamā,"Feminine",1,素晴らしいアナロジー,A wonderful metaphor
50242,adyaśvīnā,adyaśvīnā,"Feminine",1,アディアシュヴィナ,Adyashvina
50243,adyasutyā,adyasutyā,"Feminine",1,アディスティア,Adyasutya
50244,adrikā,adrikā,"Feminine",1,アドリカ,Adrika
50245,adrikīlā,adrikīlā,"Feminine",1,アドリキラ,Adrikila
50246,adrijā,adrijā,"Feminine",1,アドリヤ,Adrija
50247,adritanayā,adritanayā,"Feminine",1,アドリタナヤ,Adritanaya
50248,advaitadīpikā,advaitadīpikā,"Feminine",1,アドヴァイタディピカ,Advaitadeepika
50249,adhaḥkriyā,adhaḥkriyā,"Feminine",1,準行動,Subaction
50250,adhaḥśayyā,adhaḥśayyā,"Feminine",1,寝床、寝台,bed bed
50251,adhaḥśāyitā,adhaḥśāyitā,"Feminine",1,横になって,lying down
50252,adhamā,adhamā,"Feminine",1,劣っている,inferior
50253,adharā,adharā,"Feminine",1,唇,lips
50254,adharmacaryā,adharmacaryā,"Feminine",1,不法行為,iniquity
50255,adharmā,adharmā,"Feminine",1,アダルマ,Adharma
50256,adharmottaratā,adharmottaratā,"Feminine",1,アダルモッタラータ,Adharmottarata
50257,adhavā,adhavā,"Feminine",1,中途半端,Halfway
50258,adhikatā,adhikatā,"Feminine",1,過剰さ,Excessiveness
50259,adhikaraṇamālā,adhikaraṇamālā,"Feminine",1,権限,Authority
50260,adhikāritā,adhikāritā,"Feminine",1,権限,Authority
50261,adhicittaśikṣā,adhicittaśikṣā,"Feminine",1,アディチタシクシャ,Adhichittashiksha
50262,adhijihvikā,adhijihvikā,"Feminine",1,超言語,Superlingual
50263,adhityakā,adhityakā,"Feminine",1,谷,The Valley
50264,adhidevatā,adhidevatā,"Feminine",1,超自然的な,The supernatural
50265,adhiprajñāśikṣā,adhiprajñāśikṣā,"Feminine",1,超知能教育,Superintelligence Education
50266,adhimitratā,adhimitratā,"Feminine",1,スーパーフレンドシップ,Superfriendship
50267,adhivāsanā,adhivāsanā,"Feminine",1,セッション,Session
50268,adhivāsitā,adhivāsitā,"Feminine",1,占有,Occupied
50269,adhivinnā,adhivinnā,"Feminine",1,アディヴィナ,Adhivinna
50270,adhivettavyā,adhivettavyā,"Feminine",1,Adhivettavya,Adhivettavya
50271,adhivedanīyā,adhivedanīyā,"Feminine",1,上訴可能,Appealable
50272,adhivedyā,adhivedyā,"Feminine",1,アディベディア,Adhivedya
50273,adhiśīlaśikṣā,adhiśīlaśikṣā,"Feminine",1,優れた教育,Superior Education
50274,adhiṣkannā,adhiṣkannā,"Feminine",1,アディシュカンナ,Adhishkanna
50275,adhīnatā,adhīnatā,"Feminine",1,提出,Submission
50276,adhīratā,adhīratā,"Feminine",1,焦り,Impatience
50277,adhīrā,adhīrā,"Feminine",1,せっかち,Impatient
50278,adhṛṣyā,adhṛṣyā,"Feminine",1,耐えられない,Unbearable
50279,adhoghaṇṭā,adhoghaṇṭā,"Feminine",1,下の時間,The lower hour
50280,adhojihvikā,adhojihvikā,"Feminine",1,下舌,Lower tongue
50281,adhomukhā,adhomukhā,"Feminine",1,下向き,Downward facing
50282,adhyaṇḍā,adhyaṇḍā,"Feminine",1,アディヤンダ,Adhyanda
50283,adhyardhopā,adhyardhopā,"Feminine",1,アドヤルドーパ,Adhyardhopa
50284,adhyāṇḍā,adhyāṇḍā,"Feminine",1,アディヤーンダ,Adhyaanda
50285,adhyātmavidyā,adhyātmavidyā,"Feminine",1,心霊、精神,Spirituality
50286,adhyāsyā,adhyāsyā,"Feminine",1,アディアシャ,Adhyasya
50287,adhyupekṣā,adhyupekṣā,"Feminine",1,忘れる,Neglect
50288,adhripuṣpalikā,adhripuṣpalikā,"Feminine",1,アドリプシュパリカ,Adhripushpalika
50289,adhvagā,adhvagā,"Feminine",1,アドヴァーガ,Adhvaga
50290,adhvajā,adhvajā,"Feminine",1,アドヴァジャ,Adhvaja
50291,adhvarakalpā,adhvarakalpā,"Feminine",1,アドバラカルパ,Adhvarakalpa
50292,adhvaradīkṣaṇīyā,adhvaradīkṣaṇīyā,"Feminine",1,アドワラディクシャニヤ,Adhvaradikshaniya
50293,anaṃśumatphalā,anaṃśumatphalā,"Feminine",1,アナンシュマトファラ,Ananshumatphala
50294,anagārikā,anagārikā,"Feminine",1,アンガリカ,Angarika
50295,anagnatā,anagnatā,"Feminine",1,裸、裸体、裸の状態,Nudity
50296,anaṅgakrīḍā,anaṅgakrīḍā,"Feminine",1,アナンクリダ,Anangkrida
50297,anaṅgalatikā,anaṅgalatikā,"Feminine",1,アナンガルティカ,Anangaltika
50298,anaṅgalekhā,anaṅgalekhā,"Feminine",1,アナンガレカ,Anangalekha
50299,anaṅgavidyā,anaṅgavidyā,"Feminine",1,アナンガヴィディヤ,Anangavidya
50300,anaṅgasenā,anaṅgasenā,"Feminine",1,アナンガセーナ,Anangasena
50301,anajakā,anajakā,"Feminine",1,アンジャカ,anjaka
50302,anajikā,anajikā,"Feminine",1,アンジカ,Anjika
50303,anaḍujjihvā,anaḍujjihvā,"Feminine",1,インドゥクジバ,indukjiva
50304,anadhikāracarcā,anadhikāracarcā,"Feminine",1,無許可の議論,Unauthorized discussion
50305,ananubhāvakatā,ananubhāvakatā,"Feminine",1,無神経,Insensitivity
50306,anantatā,anantatā,"Feminine",1,無限大,Infinity
50307,anantatṛtīyā,anantatṛtīyā,"Feminine",1,インフィニットサード,Infinite Third
50308,anantaśīrṣā,anantaśīrṣā,"Feminine",1,アナンタシルサ,Anantashirsa
50309,anantā,anantā,"Feminine",1,無限大,Infinity
50310,ananyatā,ananyatā,"Feminine",1,排他性,Exclusivity
50311,ananyapūrvā,ananyapūrvā,"Feminine",1,排他的前へ,ExclusivePrevious
50312,anapakriyā,anapakriyā,"Feminine",1,未処理,Untreated
50313,anapatyatā,anapatyatā,"Feminine",1,不妊,Infertility
50314,anapatrapā,anapatrapā,"Feminine",1,恥知らず,shameless
50315,anapekṣā,anapekṣā,"Feminine",1,予期せぬ,Unexpected
50316,anaphā,anaphā,"Feminine",1,不採算,Unprofitable
50317,anarhyatā,anarhyatā,"Feminine",1,ふさわしくない,Unworthiness
50318,analaprabhā,analaprabhā,"Feminine",1,アナルプラバ,Analprabha
50319,analapriyā,analapriyā,"Feminine",1,アナルプリヤ,Analpriya
50320,anavadyatā,anavadyatā,"Feminine",1,真っ白さ,Immaculateness
50321,anavadyā,anavadyā,"Feminine",1,アナヴァディヤ,Anavadya
50322,anavadhānatā,anavadhānatā,"Feminine",1,不注意,Inattention
50323,anavasitā,anavasitā,"Feminine",1,未定,Unsettled
50324,anavasnātā,anavasnātā,"Feminine",1,アナバスナタ,Anavasnata
50325,anavānatā,anavānatā,"Feminine",1,革新,Innovation
50326,anavekṣā,anavekṣā,"Feminine",1,調査,Investigation
50327,anaśanatā,anaśanatā,"Feminine",1,ハンスト,Hunger strike
50328,anasūyā,anasūyā,"Feminine",1,あなすや,Anasuya
50329,anākrāntā,anākrāntā,"Feminine",1,アナクランタ,Anakranta
50330,anāgatārtavā,anāgatārtavā,"Feminine",1,アナガタルトワ,Anagatartwa
50331,anāgā,anāgā,"Feminine",1,アナガ,Anaga
50332,anāgohatyā,anāgohatyā,"Feminine",1,あなごはや,Anagohatya
50333,anātmatā,anātmatā,"Feminine",1,アナトマタ,Anatmata
50334,anātmapratyavekṣā,anātmapratyavekṣā,"Feminine",1,非自己観察,Non-self-observation
50335,anāthasabhā,anāthasabhā,"Feminine",1,孤児院集会,Orphanage Assembly
50336,anānujā,anānujā,"Feminine",1,アナヌジャ,Ananuja
50337,anānupūrvyasaṃhitā,anānupūrvyasaṃhitā,"Feminine",1,アナヌプルヴィアサムヒタ,Ananupurvyasamhita
50338,anāmikā,anāmikā,"Feminine",1,匿名,Anonymous
50339,anāyattavṛttitā,anāyattavṛttitā,"Feminine",1,制御不能な本能,Uncontrolled instinct
50340,anāyuṣā,anāyuṣā,"Feminine",1,アナユシャ,Anayusha
50341,anāryatā,anāryatā,"Feminine",1,無知,Ignorance
50342,anālambhukā,anālambhukā,"Feminine",1,しこり,rump
50343,anicchā,anicchā,"Feminine",1,気が進まない,Reluctance
50344,aniṭkārikā,aniṭkārikā,"Feminine",1,アニトカリカ,Anitkarika
50345,anitabhā,anitabhā,"Feminine",1,アニトバ,Anitbha
50346,anityakriyā,anityakriyā,"Feminine",1,イレギュラーな行動,Irregular action
50347,anityatā,anityatā,"Feminine",1,矛盾,Inconstancy
50348,anityapratyavekṣā,anityapratyavekṣā,"Feminine",1,一定しない観測,Inconstant observation
50349,anidrā,anidrā,"Feminine",1,不眠症,insomnia
50350,anindā,anindā,"Feminine",1,アニンダ,Aninda
50351,aniyatapuṃskā,aniyatapuṃskā,"Feminine",1,不定の男性,Indefinite masculine
50352,aniyamopamā,aniyamopamā,"Feminine",1,不規則なアナロジー,Irregular analogy
50353,anirā,anirā,"Feminine",1,アニラ,Anira
50354,anirmālyā,anirmālyā,"Feminine",1,アニマルリャ,Anirmalya
50355,aniṣṭaśaṅkā,aniṣṭaśaṅkā,"Feminine",1,望まない疑惑,Unwanted suspicion
50356,aniṣṭā,aniṣṭā,"Feminine",1,不要な,Unwanted
50357,anīśā,anīśā,"Feminine",1,アニシャ,Anisha
50358,anīśvaratā,anīśvaratā,"Feminine",1,無神論,Atheism
50359,anīhā,anīhā,"Feminine",1,アニハ,Aniha
50360,anukampā,anukampā,"Feminine",1,思いやり,Compassion
50361,anukāṅkṣā,anukāṅkṣā,"Feminine",1,願望,Aspiration
50362,anukūlatā,anukūlatā,"Feminine",1,適応性,Adaptability
50363,anukūlā,anukūlā,"Feminine",1,好ましい,favorable
50364,anukramaṇikā,anukramaṇikā,"Feminine",1,索引,Index
50365,anukriyā,anukriyā,"Feminine",1,反応,Reaction
